id,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,Hardness
2110,90,6.07141175,18.75,4.25,39.568056,11.20276,2.2225,1.72625,0.824,0.4840125,1.51422,6.5
2111,96,14.091992,13.71428571,4.285714286,29.11001714,11.63446667,2.93,1.68,0.897142857,0.489894286,1.91369,5.5
2112,70,2.70324725,10,5,20.29066551,10.73008571,2.6,1.667142857,0.971428571,0.493712857,0.86102,6.5
2113,122,13.385996,15.6,5.6,58.303418,11.82448,2.884,1.662,0.944,0.467568,3.31333,2.3
2114,42,8.147992,20.2,4,43.952,10.13144,2.02,1.82,1.422,0.481478,1.66969,4
2115,46,9.44,23,4,48.7195,9.695,2.065,1.905,1.165,0.47888,4.86505,3.8
2116,68,10.561656,13.66666667,4.333333333,28.97870133,11.82426667,2.89,1.716666667,0.89,0.489506667,2.53683,5.5
2117,134,13.551332,33,5,72.2365,10.6397,2.67,1.875,0.98,0.44942,0.94127,2.5
2118,136,10.584328,11.33333333,4.666666667,22.84969058,10.95855833,2.684,1.734166667,0.965,0.496691667,0.75816,5.5
2119,50,4.663996,10,5.2,20.077018,12.0863,2.868,1.652,0.864,0.49947,0.49916,3.8
2120,176,9.93196,8.8,4.8,18.58636114,12.63188,2.6184,1.6795,0.919,0.469015,0.69207,2.8
2121,92,7.134332,9.2,4.8,18.439538,10.75912,2.644,1.736,0.836,0.492719,1.47116,6
2122,196,26.092,24.5,5.5,53.4902975,9.65936,2.53,1.825,1.12,0.429675,4.937,2.5
2123,56,4.243996,11.2,4.8,23.170338,11.46526,2.752,1.75,0.91,0.491714,0.57713,3.5
2124,30,1.74316,10,5.333333333,20.76693544,14.16393333,3.09,1.556666667,0.866666667,0.48039,0.51006,6
2125,80,6.07141175,10,5,20.3920334,11.5108625,2.80875,1.6825,0.88625,0.492736,0.9328,5.8
2126,220,43.23,24.4,4.6,57.460655,11.11696,2.788,1.788,0.944,0.467568,4.8568,6
2127,90,8.767992,15.2,4.8,31.20491705,10.78917,2.934,1.654,0.974,0.489272,1.7674,6.5
2128,93,10.082327,7.75,4.416666667,15.5703585,11.72784,2.788333333,1.446666667,0.788333333,0.499726,0.59057,3.5
2129,72,5.876908,9.2,4.8,18.89450222,11.68835,2.772867133,1.6408,0.8808,0.534001,0.67383,5.8
2130,382,38.191,22,4,47.31542253,11.43734125,2.375,1.625,0.82375,0.482641875,4.5665,2.8
2131,64,10.502995,32,4,71.6571,10.2719,2.545,1.9,1.18,0.457615,1.775,2.5
2132,114,13.053996,12.8,4.8,26.385218,12.04083,2.81,1.59,0.86,0.49282,2.62853,5.5
2133,134,17.593,22.83333333,5.333333333,47.69701,11.70646667,2.976666667,1.696666667,0.89,0.470563333,2.9768,8
2134,50,4.073996,10,4.8,20.99412653,11.79886,2.805,1.626,0.848,0.499196,1.027,5.5
2135,100,7.558488,10,4.8,20.29889263,12.04083,2.755,1.631,0.91,0.492719,0.8117,6.5
2136,582,61.226296,18.1875,4.8,40.4786745,11.139125,2.7635,1.7185,0.887445,0.481478,1.80922,6
2137,122,10.960656,12.8,4.8,24.789618,10.29685833,2.865,1.791666667,0.965,0.491875833,0.8506,6
2138,200,11.2954955,10,5,20.15577185,11.139125,2.7065,1.6705,0.889,0.4970245,3.89105,5.8
2139,144,11.463996,6,3.8,12.624885,12.20004,2.795,1.542,0.703,0.58966,0.52252,2.5
2140,50,5.401996,10,4.8,20.3920334,10.56518,2.708,1.631,0.88,0.492719,1.0608,5.5
2141,214,25.494,42.8,5.6,102.82756,10.0743,2.308,1.908,1.224,0.466938,1.27478,2
2142,140,9.892323,9.666666667,4,19.39735333,12.60236667,2.828333333,1.651666667,0.708,0.65987,0.94589,5.8
2143,138,13.385996,20.2,4.8,47.31542253,11.33044,2.8,1.732,0.944,0.47451,2.78022,2.8
2144,43,3.253996,10.71428571,4.571428571,22.59427979,10.34188571,2.64,1.8,1.13,0.495188571,0.54957,3
2145,20,1.7,10,4.8,20.0468,11.2603,2.755,1.7,0.91,0.492736,0.86099,9
2146,126,13.385996,11.6,4.8,24.789618,11.02384,2.703,1.698,0.892,0.498454,1.09628,6
2147,46,9.133,20.2,4.8,43.952,9.706,2.644,1.88,1.135,0.47888,2.65644,2.5
2148,60,7.44274775,12,4,26.385218,11.2520375,2.7635,1.77,0.96,0.48659875,1.06784,8.1
2149,58,11.874,19.33333333,4.666666667,39.98766667,9.5408,2.33,1.88,1.106666667,0.487833333,3.958,4.3
2150,30,2.70174775,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.86099,3.8
2151,46,9.133,23,4,48.7195,9.8771,2.115,1.905,1.18,0.47888,2.42074,1.8
2152,138,11.616572,13.18181818,4.363636364,29.01870756,11.00750909,2.68969697,1.783030303,0.91030303,0.494626364,1.74944,5.5
2153,86,5.203996,12.2,4.8,24.50301875,11.14446,2.727,1.747,0.904,0.489486,1.17448,3
2154,96,20.834,12.66666667,4.5,26.19111256,11.75455,2.636666667,1.75,0.96,0.491875833,2.78022,5.5
2155,126,13.747992,15.6,4.8,34.724218,11.11696,2.752,1.788,0.946,0.481478,2.18789,6
2156,58,11.202328,11.33333333,5.333333333,24.65418667,11.79596667,2.706666667,1.713333333,0.893333333,0.462183333,1.05428,5.8
2157,80,7.558488,10,4,20.99408622,10.39875,2.675,1.7,0.926,0.49897,0.9328,5
2158,100,0.973995,50,4,117.386335,9.01375,2.295,2.045,1.36,0.42668,0.38618,2.5
2159,126,15.551332,26,5,61.19102,9.370384,2.2255,1.91,1.2,0.436875,3.31333,2.5
2160,131,13.551332,21.83333333,5.666666667,50.54252,11.35476667,2.828,1.716666667,0.893333333,0.473746667,4.52755,6
2161,253,24.945976,13.27586207,4.965517241,29.68067862,10.74072759,2.768793103,1.7,0.86137931,0.496808966,1.41194,7
2162,127,13.072963,31,4,70.86662595,9.3432,1.9775,1.8875,1.195,0.4628675,6.523,4.3
2163,188,30.655328,31.33333333,5,75.83935333,11.62551667,2.413333333,1.816666667,1.026666667,0.4704,3.08833,2.3
2164,132,27.124328,12.5,4.5,26.23098563,11.82644063,2.611875,1.612833333,0.8925,0.48490654,1.80256,6.5
2165,152,13.477328,10.5,5.5,68.16233625,11.6104,2.84875,1.725,0.94625,0.468765,0.97737,2.5
2166,192,13.385996,11.2,4.8,24.085483,11.02384,2.644,1.794,0.96,0.492719,1.26278,5.5
2167,126,20.29466,16,4,35.468537,11.14446,2.545,1.765,0.945,0.479405,3.52219,6
2168,86,8.841328,14.33333333,4.666666667,30.61252,11.35495,2.81,1.763333333,0.89,0.491673333,1.03544,6
2169,74,12.397992,14.8,4.4,31.5746356,11.14446,2.828,1.688,0.956,0.477854,1.24952,5.5
2170,114,14.874,22,5.6,49.204038,10.13144,2.352,1.82,1.104,0.475566,1.99192,2
2171,38,4.542664,12.66666667,4.666666667,26.62168667,11.35476667,2.806666667,1.723333333,0.92,0.486506667,1.51422,6
2172,128,13.747992,12,4.8,26.385218,11.2603,2.857,1.74,0.86,0.494878,1.05095,6
2173,58,6.283996,11.6,4.8,24.033618,11.06572,2.634,1.68,0.96,0.490654,1.00244,5.5
2174,126,20.855328,31.33333333,4.666666667,70.92449475,9.159866667,2.33,1.943333333,1.16,0.446356667,5.0988,6
2175,97,13.477328,12.125,4.75,24.98813314,11.9389125,2.7635,1.72,0.945,0.48659875,1.4486,5.3
2176,100,7.441332,10,5,20.3920334,10.95216,2.7425,1.742,0.86,0.492724,0.9096,6.5
2177,74,15.78748,11.6,4.8,23.231818,11.23408,2.752,1.754,0.914,0.495736,1.51422,6
2178,100,7.957992,10,5,20.016938,11.33044,2.706,1.711,0.87,0.492719,0.70966,6
2179,114,13.053996,14.4,4.4,31.5746356,10.909175,2.752,1.788,0.946,0.481478,2.17405,2.5
2180,268,23.380648,11.66666667,4.363636364,22.6596439,11.28791818,2.624545455,1.66,0.85,0.495433764,0.77755,5.3
2181,64,10.507072,18,4.8,41.83358075,11.241428,2.703,1.908,0.908,0.481478,2.58333,3.8
2182,470,45.993984,45,5,111.34115,9.10182375,2.279,1.9072,1.2145,0.46617125,5.10922,2.8
2183,239,34.18948,11.3,4.8,24.75087845,10.78917,2.684,1.859,0.974,0.489486,1.10889,5.5
2184,64,12.397992,12.6,4.8,26.2038268,11.38168,2.81,1.74,0.86,0.49512,1.26278,6
2185,79,15.593,39.5,2,93.8846,9.350333333,2.24,1.8,1.15,0.448895,5.00311,2
2186,560,39.569292,7.777777778,4,14.90033765,12.01102778,2.638333333,1.526111111,0.751111111,0.608156111,0.52548,2.5
2187,114,15.43,36,4,90.2267,9.370384,2.295,1.9075,1.18,0.44942,9.54775,3.5
2188,239,40.747992,24.5,4.5,53.4902975,10.14446,2.04,1.905,1.03,0.466061,4.08822,2.3
2189,122,20.36,20.33333333,4.666666667,46.52035333,11.65406667,2.96,1.738,0.915,0.487813333,2.04102,2
2190,114,8.147992,11.4,4.166666667,23.170338,11.52228333,2.828,1.788,0.946,0.481478,1.05333,5.5
2191,92,19.92,12,4,24.789618,10.0743,2.115,1.905,1.12,0.474714,1.4486,5.8
2192,80,5.876908,10,4.48,20.32203565,12.046624,2.81875,1.72,0.958,0.492799,0.84019,2.5
2193,220,37.304296,24.44444444,4.666666667,57.08166,11.26011667,2.881666667,1.733333333,0.966666667,0.47783,4.08822,5.3
2194,68,16.676996,13,4.4,29.525338,11.14446,2.682,1.742,0.928,0.48502,2.74155,6.5
2195,52,8.147992,12.6,4.8,26.2038268,10.347,2.654,1.654,0.94,0.491678,1.0804,6
2196,144,15.43,48,2,116.3255,8.71425,2.045,2.015,1.36,0.42668,7.66667,2
2197,46,9.133,23,4,48.7195,9.1302,2.165,1.855,1.11,0.47888,2.19978,6
2198,233,34.09138375,28.85714286,5,67.4408981,11.43566667,2.775238095,1.702380952,0.926,0.468992857,3.56717,2.5
2199,112,8.841328,18,4.666666667,41.99652,11.74963333,2.89,1.716666667,0.901666667,0.483051667,1.36058,6
2200,60,8.5111595,7.565217391,4.52173913,15.42166972,11.49426383,2.749565217,1.615652174,0.785217391,0.494115,0.76176,7
2201,30,2.70174775,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.75585,1.5
2202,144,15.593,23,5,49.22444938,11.2603,2.24,1.88,1.135,0.467935,3.958,6
2203,30,2.70174775,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.58991,6.8
2204,50,4.243996,10,4.8,20.077018,11.33044,2.706,1.678,0.892,0.486658,0.82898,3.5
2205,76,13.477328,12,4,24.55618878,10.60098,2.55,1.712,0.956,0.49111,1.76405,5.5
2206,46,8.505992,11,4.5,22.111243,11.026725,2.65,1.625,0.8925,0.4931925,0.85358,6
2207,42,0.67541135,7.4,4.8,14.99685963,12.20004,2.721,1.551,0.71,0.6184925,0.45491,2.5
2208,58,3.55,11.33333333,4.666666667,22.71843417,11.71171667,2.24,1.88,0.965,0.499506667,0.58105,6.5
2209,30,2.332664,10,5,20.32523675,11.62551667,2.753333333,1.716666667,0.92,0.477823333,0.6508,5
2210,208,22.81264,7.4,4.8,15.69310028,11.17714,2.6184,1.68,0.914,0.492719,0.85961,5.5
2211,112,13.611328,22.66666667,4.8,47.98568667,11.82426667,2.953333333,1.716666667,0.915,0.487833333,2.9768,2
2212,126,13.89,24,4,53.441338,9.65936,2.115,1.905,1.12,0.48273,2.1154,2.3
2213,150,19.382,44,5,107.628114,9.08885,2.22,1.907,1.2,0.44942,6.77608,2.5
2214,80,7.73466,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,1.6334,7.5
2215,235,34.18948,23.5,4,49.204038,11.43734,2.738,1.711,0.923,0.48502,2.94712,3
2216,202,22.81264,20.2,5.6,47.31542253,15.24581,3.443,1.662,0.836,0.460005,2.04102,2.5
2217,183,15.43,61,4,150.7221897,8.897,2.045,2.01,1.36,0.42668,7.715,2.5
2218,86,4.545328,11,4.666666667,23.09969493,10.347,2.675,1.745,0.926,0.49402,0.7176,6
2219,117,9.509324,17.33333333,5.333333333,38.97922533,11.62551667,2.806666667,1.725,0.92,0.4982825,1.08889,5.5
2220,220,41.181992,30.5,4,66.8074975,9.273855,1.985,1.88,1.2,0.462985,4.57578,3.8
2221,163,20.3188215,23,5,53.441337,11.2603125,2.87,1.72625,0.89875,0.469015,1.62125,2.8
2222,138,13.747992,13.6,4.8,29.525338,11.50615,2.752,1.754,0.848,0.4840125,2.40189,6
2223,144,21.616992,24.66666667,4.333333333,55.30459633,9.3432,2.156666667,1.943333333,1.233333333,0.46586,2.40189,6.5
2224,228,24.409986,28.5,5.5,68.16233625,11.6104,2.84875,1.725,0.94625,0.468765,3.26959,2.5
2225,182,20.807992,20.22222222,4.444444444,47.08509778,11.29683333,2.78,1.754444444,0.966666667,0.47855,1.17448,6
2226,68,8.836996,11.6,4,23.23181818,11.02384,2.644,1.736,0.836,0.498454,1.8688,5.3
2227,42,7.441332,11,4,24.033618,11.33044,2.752,1.592,0.96,0.491678,1.1521,6
2228,246,13.385996,12.1,4.8,26.204418,11.79886,2.708,1.704,0.848,0.492736,1.83476,5.5
2229,122,11.463996,12.2,4.8,26.2038268,11.0881,2.727,1.767,0.782,0.4961945,1.2832,6
2230,250,34.18948,12.5,4.8,25.79269724,11.47577,2.799,1.7575,0.899,0.490376,1.78823,2.8
2231,222,23.3814855,11.6,4,24.085483,12.0034,2.7612,1.5712,0.7488,0.493032,1.00728,5
2232,398.5,40.412,22.8,4.8,47.31542253,9.65936,2.2225,1.9072,1.2145,0.467935,5.00311,2.8
2233,100,7.558488,10,4.75,20.016938,11.1479375,2.755,1.72,0.945,0.492799,0.80631,4.3
2234,58,11.874,19.33333333,4.666666667,39.98766667,11.55673333,2.53,1.7,0.893333333,0.487833333,2.6108,3.8
2235,136,9.509324,10,5.333333333,20.21060526,11.71171667,2.876666667,1.703333333,0.811666667,0.551893333,0.5639,5.5
2236,50,4.073996,10,4.8,20.99412653,12.0034,2.868,1.687,0.985,0.476196,1.02048,3.8
2237,114,9.107996,10.5,4.8,20.29889263,11.14446,2.805,1.656,0.828,0.491714,0.70941,5.8
2238,200,8.109328,11.33333333,4.666666667,22.41718167,11.63446667,2.756666667,1.716666667,0.915555556,0.499506667,0.78394,6
2239,439,29.6024645,8.965517241,4.25862069,16.62489595,12.24772414,2.731304348,1.542586207,0.817067308,0.496808966,0.7742,4
2240,42,3.443996,8.4,4.8,16.862138,11.79886,2.828,1.598,0.848,0.499196,0.68417,6.8
2241,131,26.254656,21,4,50.46236067,9.159866667,2.256666667,1.88,1.106666667,0.47857,2.43755,4.8
2242,108,11.437322,25.2,4.8,58.303418,11.79886,2.884,1.736,0.944,0.476095,1.51422,6
2243,70,5.625328,10,4.571428571,20.32331386,11.13092857,2.735714286,1.751428571,0.928571429,0.498002857,0.43908,2.5
2244,114,11.354575,9.630434783,4.748815166,20.37700577,11.03368631,2.706,1.542,0.841395349,0.611805,1.38697,6
2245,42,4.075328,10.83333333,4.666666667,21.654418,11.39358333,2.848,1.726666667,0.9,0.487833333,0.51954,6
2246,120,8.143328,10,4.666666667,20.18539571,11.543,2.901666667,1.72,0.883333333,0.498715,0.8148,6
2247,80,2.008434,10,4.666666667,20.25527838,11.95216,2.667166667,1.702,0.891666667,0.491875833,0.82121,6.8
2248,236.18,40.61,31.1,3.2,77.348418,9.300975,2.308,1.97,1.12,0.448895,5.20133,2.5
2249,58,4.075328,9.666666667,5.333333333,19.39735333,11.63995,2.926666667,1.735,0.95,0.499506667,0.59761,5.5
2250,600,59.271971,12.85714286,4.8,24.69960586,10.75714286,2.308,1.688571429,0.93,0.493918571,1.75184,5.5
2251,100,15.55,50,4,160.15216,8.12415,1.98,2.015,1.36,0.449615,7.66667,2.5
2252,82,10.209328,41,4,93.8846,9.695,2.445,1.905,1.265,0.436875,4.7232,3.5
2253,128,16,16,6,32.059,10.36,2.58,1.8,1.04,0.49897,1.24267,2
2254,78,9.143996,13.6,4.8,29.568292,11.02384,2.828,1.698,0.836,0.482036,1.3124,5
2255,228,24.409986,28.5,5.5,68.16233625,11.1479375,2.445,1.93,1.18,0.468765,9.54775,2.5
2256,348,20.3188215,14.5,4.78125,30.151515,11.2520375,2.645,1.7265625,0.88625,0.48855,2.9768,5.5
2257,50,4.073996,10,4.8,20.21334878,11.876775,2.826,1.711,0.896,0.495275,0.86102,5.5
2258,96,8.962995,12,4.8,26.385218,11.38168,2.81,1.76,0.86,0.49512,1.07245,6
2259,82,14.883996,31.1,3.6,70.92449475,9.65936,2.727,1.542,1.165,0.448895,6.2105,2.8
2260,233,17.05539975,10.59090909,4.818181818,22.11563295,11.10177593,2.664545455,1.758181818,0.945454545,0.497225909,0.82121,2.5
2261,28,1.7,7.5,4,14.99685963,11.7051,2.67,1.495,0.71,0.6184925,0.69207,5.5
2262,100,1.773996,10,4.8,20.077018,11.64556,2.866,1.626,0.896,0.493032,0.86021,6
2263,131.5,13.925328,15,4.666666667,33.33735333,11.37321667,2.771666667,1.775,0.981666667,0.482451667,1.31786,6
2264,112,14.632,22,4,49.496,10.75912,2.764,1.767,0.935,0.478464,3.52072,1.8
2265,94,11.202328,31.33333333,4.333333333,75.83935333,9.273855,2.186666667,1.923333333,1.193333333,0.47754,1.86481,5.3
2266,214,25.494,42.8,5.6,102.82756,9.1302,2.308,1.908,1.224,0.45825,5.50017,2
2267,64,13.477328,23.5,5.2,49.22444938,10.73364,2.352,1.796,1.028,0.475954,1.00104,3.3
2268,60,7.558488,12,4,24.033618,11.5619,2.58,1.75,0.96,0.48273,1.76405,5.5
2269,30,2.332664,10,4,20.02735333,11.79596667,2.946666667,1.713333333,0.806666667,0.499506667,0.79955,6
2270,100,13.747992,11.6,4.8,24.789618,10.75912,2.694,1.732,0.914,0.491714,1.86581,6
2271,136,9.014328,11.33333333,4.666666667,22.68885333,10.95855833,2.865,1.716666667,0.965,0.496691667,0.96683,5.5
2272,120,14.091992,12,4.8,24.808518,11.20276,2.586,1.767,0.91,0.496167,1.42262,6
2273,144,9.107996,14.8,4.4,31.5746356,11.14446,2.684,1.732,0.9,0.474714,1.9156,6
2274,68,9.683996,13.6,4.8,29.568292,10.98774,2.828,1.682,0.836,0.477854,1.0627,6
2275,100,8.147992,10,4.8,20.077018,10.56518,2.698,1.72,0.936,0.495935333,0.75893,6
2276,38,4.542664,12.66666667,5.666666667,26.62168667,11.35476667,2.806666667,1.716666667,0.92,0.486506667,1.51422,5.5
2277,114,17.641328,23,4.666666667,49.50308167,11.14336667,2.986666667,1.816666667,0.98,0.462183333,3.52186,5.5
2278,220,41.181992,24.66666667,4.333333333,54.01963667,9.3432,2.14,1.906666667,1.16,0.462183333,3.01757,2.8
2279,100,7.558488,10,4.8,20.077018,11.17714,2.706,1.678,0.892,0.498454,1.0804,3.8
2280,56,5.401996,11.2,4.8,23.170338,10.93895,2.62,1.745,0.91,0.492799,0.88802,4.3
2281,90,11.551332,15.2,4.8,31.937418,11.02384,2.796,1.728,0.88,0.492736,3.1504,6
2282,82,30.232664,31,4,69.592128,8.79744,1.98,1.88,1.36,0.448895,7.66667,2.5
2283,100,8.147992,10,4,20.99412653,11.64556,2.828,1.662,0.792,0.48273,0.68417,5.5
2284,79,13.512992,21.8,4.8,43.498522,11.02384,2.644,1.656,0.814,0.481478,4.86552,4
2285,531,42.257956,7.787234043,5.87804878,15.27209483,12.1133383,3.184433962,1.565106383,0.699148936,0.625608065,0.40319,2.8
2286,84,7.900992,9.2,4.8,18.439538,12.30176,2.684,1.654,0.908,0.499514,0.6698,2.5
2287,180,15.78748,9,4.8,18.01515585,11.75962,2.825,1.626,0.768,0.547101,0.65972,1.5
2288,94,10.502995,15.66666667,4.666666667,33.46149333,11.26011667,2.865,1.75,0.966666667,0.482036,2.6772,6
2289,240,23.464973,31.33333333,2.666666667,70.92449475,8.504133333,2.746666667,1.913333333,1.213333333,0.465983333,7.6428,3.8
2290,74,41.181992,24.66666667,4.333333333,53.356,9.3432,2.24,1.883333333,1.083333333,0.474726667,4.5665,6.3
2291,52,9.143996,12.4,5.6,24.55618878,11.1171675,2.708,1.648,0.88,0.49282,1.04374,5.3
2292,122,14.485992,12.2,4.8,24.789618,11.90972,2.884,1.662,0.792,0.490932,1.8288,6
2293,20,4.03,10,4,20.0468,10.629,2.675,1.745,0.905,0.48855,0.90311,9.5
2294,106,8.885992,10.4,4.7,21.98931204,11.0881,2.502,1.732,0.9,0.485951,0.85961,6
2295,250,34.18948,11.3,4.8,23.5326072,11.1994,2.725,1.7795,0.945,0.48827,1.92091,5
2296,96,15.593,39.5,4,90.2267,9.0872,2.2225,1.9,1.135,0.479965,5.86433,2.3
2297,224,105.514,11.6,4.8,22.52187185,10.60098,2.58,1.794,0.956,0.49282,10.6,2.8
2298,126,13.053996,22.4,5.2,53.441338,11.82448,2.934,1.656,0.824,0.47907,2.16486,3.3
2299,100,8.147992,10,4.8,20.077018,11.33044,2.706,1.678,0.892,0.498454,0.74838,6
2300,30,7.44274775,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,1.3748,6.8
2301,100,14.883996,10,4.8,20.29889263,11.0863,2.706,1.678,0.892,0.49282,0.86724,5.5
2302,236.18,38.549656,31.69884615,4.579326923,70.92449475,10.599905,2.634737631,1.738,1.164137931,0.467536337,5.62731,2
2303,228,16.676996,31,5.6,70.92449475,10.73364,2.884,1.728,1.422,0.46834,3.01757,2
2304,228,26.09,27.5,5.5,68.16233625,11.6104,2.828,1.788,0.944,0.468765,4.11583,3
2305,20,1.55316,10,4,20.151515,10.63215,2.545,1.625,1.02,0.496875,0.77525,5.5
2306,208,17.46,8.8,4.8,15.69310028,11.288,2.752,1.688,0.848,0.498666,0.487,6
2307,100,8.147992,10,4.8,20.077018,10.89726,2.706,1.678,0.892,0.498454,0.86684,6
2308,28,0.973995,14,4,29.21788464,12.0278,2.77,2.055,1.39,0.47899,0.58006,2
2309,100,5.401996,9,4,18.80749495,11.07145,2.745,1.678,0.88,0.498454,0.62985,3.8
2310,66,19.334,22,4,47.8025,9.081566667,2.24,1.913333333,1.213333333,0.448826667,6.44467,1.3
2311,312,38.844,44.57142857,5.428571429,107.6281143,8.916714286,2.24,1.908571429,1.23,0.455138571,3.20755,3.5
2312,92,15.55,31,4,70.86454625,9.08885,1.97,1.97,1.165,0.4442925,5.56317,4
2313,58,7.442664,7.333333333,3.916666667,15.5703585,12.874275,2.763333333,1.450833333,0.723333333,0.6164428,0.26567,3.8
2314,61,9.93196,20.2,4.8,43.498522,11.14446,2.727,1.767,0.91,0.47899,4.57578,3.8
2315,95,20.36,31.66666667,4,69.592128,9.152733333,1.966666667,1.9,1.213333333,0.446356667,7.66667,4
2316,92,6.697992,9.2,4.8,18.439538,11.79886,2.828,1.656,0.848,0.499196,1.24533,1.3
2317,166,25.573324,13,4.444444444,27.87047067,10.85837292,2.938888889,1.713333333,0.884444444,0.490901111,1.0804,6
2318,284,37.776992,31.55555556,4.666666667,70.86454625,11.44723333,2.771111111,1.778888889,0.988888889,0.461996111,6.44467,6
2319,246,25.721328,23.5,4.5,49.22444938,9.6769,2.53,1.82,1.2375,0.469015,1.16243,5.5
2320,0,0.703,0,0,0,0,0,0,0,0.49901,0.6415,1.5
2321,46,15.593,21,4,48.7195,10.36,2.53,1.905,1.16,0.47888,2.34255,5.3
2322,86,10.209328,14.33333333,4.666666667,30.55068667,11.23931667,2.743333333,1.92,0.981666667,0.485033333,1.07245,5
2323,80,12.56632,12.125,4,24.98813314,11.2603125,2.8525,1.7185,0.8525,0.4931925,1.9548,5
2324,105,11.446319,14.4,4.8,29.525338,10.78917,2.684,1.859,0.974,0.489272,1.10402,5.5
2325,50,7.767992,10,4.8,20.99412653,11.14446,2.774,1.765,0.96,0.489486,1.47705,6
2326,196,26.092,20.2,4.8,43.498522,11.17714,2.796,1.728,0.88,0.479965,4.5665,3.8
2327,152,14.7341515,12.5,5,24.847737,11.26033125,2.786875,1.70375,0.84375,0.49425875,1.79607,6.5
2328,86,9.107996,14.33333333,5,29.21788464,11.67401667,2.901666667,1.62,0.89,0.489506667,2.17405,5
2329,56,9.577996,11.2,4.8,23.170338,12.0034,2.94,1.66,0.782,0.493032,1.55883,4.3
2330,110,23.193328,36,4,83.46173333,8.916714286,2.225714286,1.991428571,1.228571429,0.437582857,3.3354,2.5
2331,138,11.437322,5.52,3.2,10.93022354,12.41584,2.6184,1.48,0.6464,0.6497568,1.50239,2.5
2332,232,23.23,11.3,4.8,23.231818,11.02384,2.644,1.794,0.96,0.492719,0.94771,6.8
2333,128,20.415992,12.8,4.8,26.385218,11.38168,2.81,1.74,0.86,0.49282,2.22761,6
2334,58,6.283996,11.6,4.8,23.231818,11.06572,2.934,1.656,0.824,0.490654,1.7674,3.5
2335,122,13.385996,12.6,4.8,26.385218,11.38168,2.752,1.788,0.936,0.49282,1.41194,6
2336,226,33.241971,12.5,4,24.50301875,10.999625,2.78,1.767,0.91125,0.492723125,1.8216,5.5
2337,122,23,30.66666667,2.666666667,68.56273,8.604266667,1.95,1.875,1.16,0.46833,3.1504,2.8
2338,208,15.78748,10.5,4.8,20.29889263,11.33044,2.848,1.732,0.908,0.492736,0.94771,6
2339,0,0,0,0,0,0,0,0,0,0,0.40528,1.5
2340,200,17.641328,10,4.44,20.6125257,11.53381667,2.901666667,1.6488,0.8216,0.492736,1.00104,6
2341,92,7.957992,9.2,4.8,18.439538,11.72784,2.694,1.662,0.794,0.490932,0.7176,6
2342,568,73.958979,27.04761905,5.428571429,64.58836409,11.66325714,2.857619048,1.69,0.914285714,0.471968571,3.52186,3.8
2343,92,11.874,30.66666667,4,68.56273,9.159866667,1.95,1.913333333,1.106666667,0.448826667,10.6,5.8
2344,72,12.397992,10.4,4.8,21.985986,11.61422,2.829,1.688,0.837,0.495329,1.96919,5
2345,100,8.147992,10,4.8,20.077018,11.33044,2.706,1.678,0.892,0.498454,1.00843,6
2346,76,15.55,23,4,49.496,9.8771,2.24,1.855,1.1,0.476095,10.6,2
2347,38,4.542664,12.66666667,4.666666667,26.62168667,11.29003333,2.83,1.716666667,0.893333333,0.491673333,0.78135,4
2348,84,12.421,36,4,84.1611,8.65415,2.545,1.9325,1.3,0.42668,5.325,3
2349,130,27.403984,31.33333333,4.666666667,75.83935333,10.45920833,2.926666667,1.913333333,0.918333333,0.466388333,5.62731,5.5
2350,82,15.88,42,4,90.2267,8.897,2.065,1.88,1.104,0.49897,3.08833,3.5
2351,38,4.542664,12.66666667,4.666666667,26.62168667,11.35476667,2.806666667,1.716666667,0.92,0.486506667,1.48857,5.8
